The Book of Mormon ||| El Libro de Mormón
Mormon leads the Nephite armies — Blood and carnage sweep the land — The Nephites lament and mourn with the sorrowing of the damned — Their day of grace is passed — Mormon obtains the plates of Nephi — Wars continue . About A . D . 327–50. ||| Mormón encabeza los ejércitos de los nefitas  — Hay sangre y mortandad por la faz de la tierra  — Los nefitas se quejan y se lamentan con la aflicción de los condenados  — Su día de gracia ha pasado  — Mormón obtiene las planchas de Nefi  — Continúan las guerras . Aproximadamente 327–350  d . C .
1 And it came to pass in that same year there began to be a war again between the Nephites and the Lamanites . And notwithstanding I being young , was large in stature ; therefore the people of Nephi appointed me that I should be their leader , or the leader of their armies . ||| 1 Y sucedió que en ese mismo año empezó de nuevo a haber guerra entre los nefitas y los lamanitas . Y a pesar de mi juventud , yo era de grande estatura ; por tanto , el pueblo de Nefi me nombró para que fuese su caudillo , o sea , el caudillo de sus ejércitos .
2 Therefore it came to pass that in my sixteenth year I did go forth at the head of an army of the Nephites , against the Lamanites ; therefore three hundred and twenty and six years had passed away . ||| 2 Aconteció , pues , que a los dieciséis años de edad salí contra los lamanitas a la cabeza de un ejército nefita ; de modo que ya habían transcurrido trescientos veintiséis años .
3 And it came to pass that in the three hundred and twenty and seventh year the Lamanites did come upon us with exceedingly great power , insomuch that they did frighten my armies ; therefore they would not fight , and they began to retreat towards the north countries . ||| 3 Y ocurrió que en el año trescientos veintisiete , los lamanitas vinieron contra nosotros con una fuerza sumamente grande , al grado de que llenaron de temor a mis ejércitos ; de modo que no quisieron luchar , y empezaron a retroceder hacia los países del norte .
4 And it came to pass that we did come to the city of Angola , and we did take possession of the city , and make preparations to defend ourselves against the Lamanites . And it came to pass that we did fortify the city with our might ; but notwithstanding all our fortifications the Lamanites did come upon us and did drive us out of the city . ||| 4 Y sucedió que llegamos a la ciudad de Angola , y tomamos posesión de la ciudad , e hicimos los preparativos para defendernos de los lamanitas . Y aconteció que fortificamos la ciudad con nuestra fuerza ; pero a pesar de todas nuestras fortificaciones , los lamanitas vinieron sobre nosotros y nos echaron de la ciudad .
5 And they did also drive us forth out of the land of David . ||| 5 Y también nos arrojaron de la tierra de David .
6 And we marched forth and came to the land of Joshua , which was in the borders west by the seashore . ||| 6 Y emprendimos la marcha y llegamos a la tierra de Josué , que se hallaba en las fronteras del oeste cerca del mar .
7 And it came to pass that we did gather in our people as fast as it were possible , that we might get them together in one body . ||| 7 Y aconteció que reunimos a nuestro pueblo con toda la rapidez posible , para concentrarlo en un solo grupo .
8 But behold , the land was filled with robbers and with Lamanites ; and notwithstanding the great destruction which hung over my people , they did not repent of their evil doings ; therefore there was blood and carnage spread throughout all the face of the land , both on the part of the Nephites and also on the part of the Lamanites ; and it was one complete revolution throughout all the face of the land . ||| 8 Pero he aquí , la tierra estaba llena de ladrones y lamanitas ; y no obstante la gran destrucción que se cernía sobre los de mi pueblo , no se arrepintieron de sus iniquidades ; de modo que hubo sangre y mortandad por toda la faz de la tierra , así entre los nefitas como entre los lamanitas ; y por toda la superficie de la tierra había una revolución completa .
9 And now , the Lamanites had a king , and his name was Aaron ; and he came against us with an army of forty and four thousand . And behold , I withstood him with forty and two thousand . And it came to pass that I beat him with my army that he fled before me . And behold , all this was done , and three hundred and thirty years had passed away . ||| 9 Y los lamanitas tenían un rey , y se llamaba Aarón ; y vino contra nosotros con un ejército de cuarenta y cuatro mil . Y he aquí , yo le hice frente con cuarenta y dos mil . Y aconteció que lo derroté con mi ejército , de modo que huyó delante de mí . Y he aquí , ocurrió todo esto , y habían pasado ya trescientos treinta años .
10 And it came to pass that the Nephites began to repent of their iniquity , and began to cry even as had been prophesied by Samuel the prophet ; for behold no man could keep that which was his own , for the thieves , and the robbers , and the murderers , and the magic art , and the witchcraft which was in the land . ||| 10 Y sucedió que los nefitas empezaron a arrepentirse de su iniquidad , y a llorar tal como lo había profetizado el profeta Samuel ; porque he aquí , nadie podía conservar lo que era suyo , por motivo de los ladrones , y los bandidos , y los asesinos , y las artes mágicas , y las brujerías que había en la tierra .
11 Thus there began to be a mourning and a lamentation in all the land because of these things , and more especially among the people of Nephi . ||| 11 De modo que empezó a haber quejidos y lamentaciones en toda la tierra a causa de estas cosas ; y con más particularidad entre el pueblo de Nefi .
12 And it came to pass that when I , Mormon , saw their lamentation and their mourning and their sorrow before the Lord , my heart did begin to rejoice within me , knowing the mercies and the long - suffering of the Lord , therefore supposing that he would be merciful unto them that they would again become a righteous people . ||| 12 Y sucedió que cuando yo , Mormón , vi sus lamentos , y sus quejidos , y su pesar delante del Señor , mi corazón empezó a regocijarse dentro de mí , conociendo las misericordias y la longanimidad del Señor , suponiendo , por tanto , que él sería misericordioso con ellos para que se tornaran de nuevo en un pueblo justo .
13 But behold this my joy was vain , for their sorrowing was not unto repentance , because of the goodness of God ; but it was rather the sorrowing of the damned , because the Lord would not always suffer them to take happiness in sin . ||| 13 Pero he aquí , fue en vano este gozo mío , porque su aflicción no era para arrepentimiento , por motivo de la bondad de Dios , sino que era más bien el pesar de los condenados , porque el Señor no siempre iba a permitirles que hallasen felicidad en el pecado .
14 And they did not come unto Jesus with broken hearts and contrite spirits , but they did curse God , and wish to die . Nevertheless they would struggle with the sword for their lives . ||| 14 Y no venían a Jesús con corazones quebrantados y espíritus contritos , antes bien , maldecían a Dios , y deseaban morir . No obstante , luchaban con la espada por sus vidas .
